,PSS_SCHOOL_ID,PSS_INST,LOGRADE,HIGRADE,PSS_ADDRESS,PSS_CITY,PSS_COUNTY_NO,PSS_COUNTY_FIPS,PSS_STABB,PSS_FIPS,PSS_ZIP5,PSS_PHONE,PSS_SCH_DAYS,PSS_STU_DAY_HRS,PSS_LIBRARY,PSS_ENROLL_UG,PSS_ENROLL_PK,PSS_ENROLL_K,PSS_ENROLL_1,PSS_ENROLL_2,PSS_ENROLL_3,PSS_ENROLL_4,PSS_ENROLL_5,PSS_ENROLL_6,PSS_ENROLL_7,PSS_ENROLL_8,PSS_ENROLL_9,PSS_ENROLL_10,PSS_ENROLL_11,PSS_ENROLL_12,PSS_ENROLL_T,PSS_ENROLL_TK12,PSS_RACE_AI,PSS_RACE_AS,PSS_RACE_H,PSS_RACE_B,PSS_RACE_W,PSS_RACE_P,PSS_RACE_2,PSS_FTE_TEACH,PSS_LOCALE,PSS_COED,PSS_TYPE,PSS_LEVEL,PSS_RELIG,PSS_COMM_TYPE,PSS_INDIAN_PCT,PSS_ASIAN_PCT,PSS_HISP_PCT,PSS_BLACK_PCT,PSS_WHITE_PCT,PSS_PACISL_PCT,PSS_TWOMORE_PCT,PSS_STDTCH_RT,PSS_ORIENT,PSS_COUNTY_NAME,PSS_ASSOC_1,PSS_ASSOC_2,PSS_ASSOC_3,PSS_ASSOC_4,PSS_ASSOC_5,PSS_ASSOC_6,PSS_ASSOC_7,PSS_ASSOC_8,PSS_ASSOC_9,PSS_ASSOC_10,PSS_ASSOC_11,PSS_ASSOC_12,PSS_ASSOC_13,PSS_ASSOC_14,PSS_ASSOC_15,FULL_ADDRESS,COORDINATE,DISTRICTS
132,BB180049,LEXINGTON LIFE ACADEMY,2,17,4401 S WHITE MOUNTAIN RD,SHOW LOW,4017,17,AZ,4,85901,9283517864,183.0,6.5,No,,3.0,5.0,6.0,4.0,4.0,6.0,6.0,11.0,8.0,8.0,5.0,15.0,8.0,7.0,96.0,93.0,7.0,0.0,5.0,2.0,79.0,0.0,0.0,10.0,41,1,4,3,3,4,7.52,0.0,5.37,2.15,84.94,0.0,0.0,9.3,30,NAVAJO,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"4401 S WHITE MOUNTAIN RD,SHOW LOW,AZ",POINT (-110.0248746 34.2123159),['Blue Ridge Unified District']
133,A1990019,LEXINGTON LIFE ACADEMY - PHOENIX,3,17,6301 W INDIAN SCHOOL RD,PHOENIX,4013,13,AZ,4,85033,4808261463,171.0,7.0,Yes,140.0,,22.0,12.0,5.0,11.0,7.0,13.0,13.0,8.0,7.0,6.0,6.0,21.0,5.0,276.0,276.0,,,,,,,,13.0,11,1,4,3,3,1,,,,,,,,21.23,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"6301 W INDIAN SCHOOL RD,PHOENIX,AZ",POINT (-112.1961839 33.4943215),['Cartwright Elementary District']
134,BB220025,LIFE - LAUREN'S INSTITUTE FOR EDUCATION,2,17,1305 S GILBERT RD,GILBERT,4013,13,AZ,4,85296,4806218361,180.0,6.0,Yes,21.0,9.0,14.0,23.0,11.0,20.0,11.0,11.0,8.0,11.0,5.0,10.0,7.0,2.0,3.0,166.0,157.0,,,,,,,,12.0,21,1,4,3,3,2,,,,,,,,13.08,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"1305 S GILBERT RD,GILBERT,AZ",POINT (-111.787871 33.326001),['Gilbert Unified District']
135,A1970269,LITTLE SCHOLARS ACADEMY,2,3,6702 W CHOLLA ST,PEORIA,4013,13,AZ,4,85345,6238893777,187.0,6.0,No,,132.0,5.0,,,,,,,,,,,,,137.0,5.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,21,1,7,1,3,2,0.0,0.0,20.0,20.0,60.0,0.0,0.0,5.0,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"6702 W CHOLLA ST,PEORIA,AZ",POINT (-112.2031598 33.5893688),['Peoria Unified School District']
136,A0992003,LOGOS CHRISTIAN ACADEMY,3,13,PO BOX 11493,CASA GRANDE,4021,21,AZ,4,85130,5204211220,147.0,7.33,No,,,18.0,19.0,12.0,15.0,17.0,9.0,9.0,7.0,13.0,,,,,119.0,119.0,5.0,2.0,28.0,2.0,76.0,0.0,6.0,9.4,41,1,1,1,2,4,4.2,1.68,23.52,1.68,63.86,0.0,5.04,12.65,8,PINAL,American Association of Christian Schools (AACS),Association of Classical Christian Schools (ACCS),,,,,,,,,,,,,,"PO BOX 11493,CASA GRANDE,AZ",POINT (-111.7733902 32.9110027),['Casa Grande Elementary District']
137,31094,LORETTO CATHOLIC SCHOOL,3,13,1200 E 14TH ST,DOUGLAS,4003,3,AZ,4,85607,5202271755,180.0,7.0,Yes,,,21.0,20.0,23.0,17.0,25.0,21.0,28.0,26.0,23.0,,,,,204.0,204.0,0.0,0.0,202.0,0.0,2.0,0.0,0.0,9.0,33,1,1,1,1,3,0.0,0.0,99.01,0.0,0.98,0.0,0.0,22.66,1,COCHISE,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"1200 E 14TH ST,DOUGLAS,AZ",POINT (-109.5431373 31.3488686),['Douglas Unified District']
138,30873,LOURDES CATHOLIC SCHOOL,2,17,555 E PATAGONIA HWY,NOGALES,4023,23,AZ,4,85621,5202875659,180.0,7.0,No,,20.0,14.0,17.0,20.0,25.0,24.0,33.0,27.0,31.0,21.0,8.0,12.0,10.0,7.0,269.0,249.0,0.0,2.0,245.0,0.0,1.0,0.0,1.0,14.6,33,1,1,3,1,3,0.0,0.8,98.39,0.0,0.4,0.0,0.4,17.05,1,SANTA CRUZ,National Catholic Educational Association (NCEA),,,,,,,,,,,,,,,"555 E PATAGONIA HWY,NOGALES,AZ",POINT (-110.9189966 31.3569754),['Nogales Unified District']
139,A1990021,LUMOS ARTS ACADEMY,3,17,2055 S POWER RD,MESA,4013,13,AZ,4,85209,4802752212,180.0,7.0,No,,,9.0,8.0,8.0,10.0,6.0,17.0,11.0,18.0,12.0,14.0,23.0,12.0,12.0,160.0,160.0,0.0,0.0,12.0,0.0,148.0,0.0,0.0,18.0,11,1,3,3,3,1,0.0,0.0,7.5,0.0,92.5,0.0,0.0,8.88,30,MARICOPA,Other special emphasis association(s),,,,,,,,,,,,,,,"2055 S POWER RD,MESA,AZ",POINT (-111.6860083 33.3778565),['Gilbert Unified District']
140,BB220014,MESA CHRISTIAN ACADEMY,3,16,7918 E 1ST AVE,MESA,4013,13,AZ,4,85208,4806411970,175.0,7.0,Yes,,,7.0,2.0,1.0,2.0,3.0,2.0,3.0,5.0,1.0,6.0,,2.0,,34.0,34.0,4.0,0.0,9.0,1.0,18.0,0.0,2.0,5.1,21,1,1,3,2,2,11.76,0.0,26.47,2.94,52.94,0.0,5.88,6.66,8,MARICOPA,Accelerated Christian Education (ACE) (or School of Tomorrow),,,,,,,,,,,,,,,"7918 E 1ST AVE,MESA,AZ",POINT (-111.6599604 33.4145231),['Mesa Unified District']
141,A1900121,MINGUS MOUNTAIN ACADEMY,11,17,PO BOX 26485,PRESCOTT VALLEY,4025,25,AZ,4,86312,6023352022,221.0,6.5,No,,,,,,,,,3.0,6.0,12.0,22.0,30.0,25.0,17.0,115.0,115.0,12.0,1.0,25.0,16.0,54.0,2.0,5.0,11.0,42,2,6,3,3,4,10.43,0.86,21.73,13.91,46.95,1.73,4.34,10.45,30,YAVAPAI,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"PO BOX 26485,PRESCOTT VALLEY,AZ",POINT (-112.315259 34.6096777),['Humboldt Unified District']
142,A1392005,MIS MANOS MONTESSORI SCHOOL,3,3,100 W MAGEE RD,TUCSON,4019,19,AZ,4,85704,5204981700,180.0,7.0,No,,,2.0,,,,,,,,,,,,,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,21,1,2,1,3,2,0.0,50.0,50.0,0.0,0.0,0.0,0.0,2.0,30,PIMA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"100 W MAGEE RD,TUCSON,AZ",POINT (-110.9715734 32.3523546),['Amphitheater Unified District']
143,A9500113,MONTESSORI CENTER SCHOOL,2,3,8625 N 19TH AVE,PHOENIX,4013,13,AZ,4,85021,6026784470,212.0,10.0,No,,58.0,8.0,,,,,,,,,,,,,66.0,8.0,0.0,2.0,1.0,0.0,4.0,0.0,1.0,3.0,11,1,7,1,3,1,0.0,25.0,12.5,0.0,50.0,0.0,12.5,2.66,30,MARICOPA,Association Montessori International (AMI),,,,,,,,,,,,,,,"8625 N 19TH AVE,PHOENIX,AZ",POINT (-112.0986699 33.5629205),"['Glendale Union High School District', 'Washington Elementary District']"
144,A9100398,MONTESSORI CHILDRENS HOUSE,2,9,516 W BETHANY HOME RD,PHOENIX,4013,13,AZ,4,85013,6022640096,190.0,7.0,No,,27.0,8.0,8.0,6.0,1.0,4.0,,,,,,,,,54.0,27.0,0.0,1.0,5.0,4.0,16.0,1.0,0.0,7.8,11,1,2,1,3,1,0.0,3.7,18.51,14.81,59.25,3.7,0.0,3.46,30,MARICOPA,American Montessori Society (AMS),,,,,,,,,,,,,,,"516 W BETHANY HOME RD,PHOENIX,AZ",POINT (-112.0809644 33.5241932),"['Phoenix Union High School District', 'Madison Elementary District']"
145,A1300082,MONTESSORI IN THE PARK,2,4,1832 N LITCHFIELD RD,GOODYEAR,4013,13,AZ,4,85395,6235354863,180.0,7.0,No,32.0,43.0,7.0,,,,,,,,,,,,,82.0,39.0,3.0,0.0,8.0,0.0,28.0,0.0,0.0,6.0,22,1,2,1,3,2,7.69,0.0,20.51,0.0,71.79,0.0,0.0,6.5,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"1832 N LITCHFIELD RD,GOODYEAR,AZ",POINT (-112.3601927 33.4668162),"['Agua Fria Union High School District', 'Litchfield Elementary District']"
146,31403,MOST HOLY TRINITY CATHOLIC ELEMENTARY SCHOOL,3,13,535 E ALICE AVE,PHOENIX,4013,13,AZ,4,85020,6029439058,180.0,7.91,Yes,,,16.0,22.0,20.0,18.0,20.0,18.0,9.0,18.0,24.0,,,,,165.0,165.0,0.0,3.0,143.0,8.0,10.0,1.0,0.0,12.9,11,1,1,1,1,1,0.0,1.81,86.66,4.84,6.06,0.6,0.0,12.79,1,MARICOPA,National Catholic Educational Association (NCEA),,,,,,,,,,,,,,,"535 E ALICE AVE,PHOENIX,AZ",POINT (-112.0666863 33.56389600000001),['Washington Elementary District']
147,A0792004,MOUNTAIN CHRISTIAN SCHOOL,3,13,3171 E SHOW LOW LAKE RD,SHOW LOW,4017,17,AZ,4,85901,9285371050,140.0,8.0,No,,,11.0,14.0,12.0,8.0,12.0,14.0,17.0,10.0,8.0,,,,,106.0,106.0,13.0,0.0,0.0,1.0,87.0,0.0,5.0,10.3,33,1,1,1,2,3,12.26,0.0,0.0,0.94,82.07,0.0,4.71,10.29,8,NAVAJO,Association of Christian Schools International (ACSI),,,,,,,,,,,,,,,"3171 E SHOW LOW LAKE RD,SHOW LOW,AZ",POINT (-110.0085202 34.1959169),['Blue Ridge Unified District']
148,31651,NATIVE AMERICAN CHRISTIAN ACADEMY,3,17,PO BOX 4013,SUN VALLEY,4017,17,AZ,4,86029,9285246211,185.0,10.0,Yes,,,2.0,2.0,2.0,1.0,7.0,,3.0,2.0,,4.0,7.0,1.0,2.0,33.0,33.0,22.0,0.0,5.0,0.0,3.0,0.0,3.0,5.6,42,1,1,3,2,4,66.66,0.0,15.15,0.0,9.09,0.0,9.09,5.89,12,NAVAJO,Accelerated Christian Education (ACE) (or School of Tomorrow),Association of Christian Schools International (ACSI),,,,,,,,,,,,,,"PO BOX 4013,SUN VALLEY,AZ",POINT (-110.0330554 34.966785),['Holbrook Unified District']
149,31753,NAVAJO MISSION PREPARATORY SCHOOL,3,7,1 MISSION LN,ROCK POINT,4001,1,AZ,4,86545,9286594201,180.0,6.0,Yes,,,14.0,11.0,12.0,,,,,,,,,,,37.0,37.0,,,,,,,,2.0,43,1,1,1,2,4,,,,,,,,18.5,23,APACHE,Evangelical Lutheran Education Association (ELEA),,,,,,,,,,,,,,,"1 MISSION LN,ROCK POINT,AZ",POINT (-109.6259429 36.7180568),['Red Mesa Unified District']
150,A1170268,NEW COVENANT LUTHERAN CHURCH CHILDREN'S MINISTRY C,2,3,15152 N FRANK LLOYD WRIGHT BLVD,SCOTTSDALE,4013,13,AZ,4,85260,4803911264,120.0,6.0,No,,140.0,18.0,,,,,,,,,,,,,158.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,19.5,12,1,7,1,2,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.92,20,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"15152 N FRANK LLOYD WRIGHT BLVD,SCOTTSDALE,AZ",POINT (-111.8773987 33.6232335),['Scottsdale Unified District']
151,BB220016,NEW VISTAS CENTER FOR EDUCATION,2,11,670 N ARIZONA AVE STE 35,CHANDLER,4013,13,AZ,4,85225,4809632313,165.0,6.0,No,,150.0,60.0,44.0,44.0,44.0,44.0,30.0,19.0,,,,,,,435.0,285.0,,,,,,,,41.5,11,1,1,1,3,1,,,,,,,,6.86,30,MARICOPA,National Association for the Education of Young Children (NAEYC),,,,,,,,,,,,,,,"670 N ARIZONA AVE STE 35,CHANDLER,AZ",POINT (-111.8432574 33.3138217),['Chandler Unified District']
152,31811,NEW WAY ACADEMY,6,17,5048 E OAK ST,PHOENIX,4013,13,AZ,4,85008,6023898600,180.0,7.0,Yes,,,,3.0,2.0,13.0,10.0,23.0,22.0,19.0,30.0,35.0,40.0,24.0,38.0,259.0,259.0,1.0,8.0,21.0,11.0,218.0,0.0,0.0,43.3,11,1,4,3,3,1,0.38,3.08,8.1,4.24,84.16,0.0,0.0,5.98,30,MARICOPA,National Association of Independent Schools (NAIS),,,,,,,,,,,,,,,"5048 E OAK ST,PHOENIX,AZ",POINT (-111.9727039 33.4731881),['Balsz Elementary District']
153,A0507074,NOAHS ARK PRESCHOOL AND KINDERGARTEN,2,4,2745 N 32ND ST,MESA,4013,13,AZ,4,85213,4803250687,183.0,6.0,No,,46.0,6.0,,,,,,,,,,,,,52.0,6.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,11,1,7,1,2,1,0.0,0.0,0.0,16.66,83.33,0.0,0.0,3.0,21,MARICOPA,Evangelical Lutheran Education Association (ELEA),,,,,,,,,,,,,,,"2745 N 32ND ST,MESA,AZ",POINT (-111.7609917 33.4655529),['Mesa Unified District']
154,A1500093,NOOR ACADEMY OF ARIZONA,3,13,1130 W 23RD ST,TEMPE,4013,13,AZ,4,85282,4808291443,180.0,6.83,Yes,,,8.0,6.0,12.0,7.0,9.0,8.0,8.0,9.0,1.0,,,,,68.0,68.0,0.0,20.0,1.0,40.0,0.0,0.0,7.0,8.0,12,1,1,1,2,1,0.0,29.41,1.47,58.82,0.0,0.0,10.29,8.5,17,MARICOPA,Islamic School League of America (ISLA),,,,,,,,,,,,,,,"1130 W 23RD ST,TEMPE,AZ",POINT (-111.9556667 33.4040241),['Tempe School District']
155,A0970036,NORTH PHOENIX BAPTIST CHURCH PRESCHOOL,2,3,5757 N CENTRAL AVE,PHOENIX,4013,13,AZ,4,85012,6027075821,240.0,10.5,Yes,,153.0,10.0,,,,,,,,,,,,,163.0,10.0,0.0,1.0,3.0,1.0,5.0,0.0,0.0,1.6,11,1,7,1,2,1,0.0,10.0,30.0,10.0,50.0,0.0,0.0,6.25,8,MARICOPA,Association of Christian Schools International (ACSI),,,,,,,,,,,,,,,"5757 N CENTRAL AVE,PHOENIX,AZ",POINT (-112.0705874 33.52129),"['Phoenix Union High School District', 'Madison Elementary District']"
156,A0900120,NORTH VALLEY CHRISTAIN ACADEMY,2,17,33655 N 27TH DR,PHOENIX,4013,13,AZ,4,85085,6235513454,176.0,7.08,No,,61.0,51.0,38.0,41.0,23.0,34.0,35.0,27.0,41.0,39.0,48.0,32.0,25.0,15.0,510.0,449.0,3.0,10.0,31.0,11.0,371.0,5.0,18.0,25.1,11,1,1,3,2,1,0.66,2.22,6.9,2.44,82.62,1.11,4.0,17.88,20,MARICOPA,Association of Christian Schools International (ACSI),Other religious school association(s),,,,,,,,,,,,,,"33655 N 27TH DR,PHOENIX,AZ",POINT (-112.1165676 33.7892671),['Deer Valley Unified District']
157,A1500095,NORTHLAND CHRISTIAN SCHOOL,3,17,8000 N US HIGHWAY 89,FLAGSTAFF,4005,5,AZ,4,86004,9285260327,170.0,7.0,Yes,,,13.0,7.0,14.0,11.0,10.0,9.0,8.0,3.0,8.0,4.0,3.0,2.0,1.0,93.0,93.0,9.0,1.0,18.0,0.0,55.0,6.0,4.0,8.0,41,1,1,3,2,4,9.67,1.07,19.35,0.0,59.13,6.45,4.3,11.62,5,COCONINO,American Association of Christian Schools (AACS),,,,,,,,,,,,,,,"8000 N US HIGHWAY 89,FLAGSTAFF,AZ",POINT (-111.5563057 35.2547852),['Flagstaff Unified District']
158,A0900142,NORTHMINSTER CHRISTIAN SCHOOL,2,3,2450 E FORT LOWELL RD,TUCSON,4019,19,AZ,4,85719,5203272321,170.0,5.5,Yes,,32.0,5.0,,,,,,,,,,,,,37.0,5.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,11,1,7,1,2,1,0.0,0.0,40.0,20.0,40.0,0.0,0.0,5.0,27,PIMA,Association of Christian Schools International (ACSI),,,,,,,,,,,,,,,"2450 E FORT LOWELL RD,TUCSON,AZ",POINT (-110.9355457 32.263918),['Tucson Unified District']
159,A0300071,NOTRE DAME PREPARATORY,14,17,9701 E BELL RD,SCOTTSDALE,4013,13,AZ,4,85260,4806348200,180.0,6.5,No,,,,,,,,,,,,258.0,227.0,188.0,190.0,863.0,863.0,2.0,23.0,94.0,10.0,721.0,8.0,5.0,66.3,12,1,1,2,1,1,0.23,2.66,10.89,1.15,83.54,0.92,0.57,13.01,1,MARICOPA,National Catholic Educational Association (NCEA),,,,,,,,,,,,,,,"9701 E BELL RD,SCOTTSDALE,AZ",POINT (-111.8702507 33.6371726),['Scottsdale Unified District']
160,31232,OUR LADY OF MOUNT CARMEL SCHOOL,3,13,2117 S RURAL RD,TEMPE,4013,13,AZ,4,85282,4809675567,,6.75,Yes,,,47.0,50.0,40.0,40.0,56.0,51.0,40.0,54.0,37.0,,,,,415.0,415.0,,,,,,,,18.0,12,1,1,1,1,1,,,,,,,,23.05,1,MARICOPA,National Catholic Educational Association (NCEA),,,,,,,,,,,,,,,"2117 S RURAL RD,TEMPE,AZ",POINT (-111.925405 33.4050399),['Tempe School District']
161,31243,OUR LADY OF PERPETUAL HELP CATHOLIC SCHOOL,2,13,3801 N MILLER RD,SCOTTSDALE,4013,13,AZ,4,85251,4808743721,180.0,7.0,Yes,,30.0,25.0,27.0,24.0,30.0,32.0,34.0,28.0,36.0,36.0,,,,,302.0,272.0,8.0,5.0,54.0,10.0,194.0,1.0,0.0,22.0,12,1,1,1,1,1,2.94,1.83,19.85,3.67,71.32,0.36,0.0,12.36,1,MARICOPA,National Catholic Educational Association (NCEA),,,,,,,,,,,,,,,"3801 N MILLER RD,SCOTTSDALE,AZ",POINT (-111.916115 33.492158),['Scottsdale Unified District']
162,31469,OUR LADY OF PERPETUAL HELP CATHOLIC SCHOOL,2,13,7521 N 57TH AVE,GLENDALE,4013,13,AZ,4,85301,6239317288,180.0,7.5,Yes,,37.0,18.0,34.0,36.0,38.0,36.0,44.0,34.0,30.0,30.0,,,,,337.0,300.0,5.0,4.0,235.0,11.0,19.0,0.0,26.0,18.0,21,1,1,1,1,2,1.66,1.33,78.33,3.66,6.33,0.0,8.66,16.66,1,MARICOPA,National Catholic Educational Association (NCEA),,,,,,,,,,,,,,,"7521 N 57TH AVE,GLENDALE,AZ",POINT (-112.1801111 33.5467844),['Glendale Elementary District']
163,A1992116,OUR LADY OF SORROW ACADEMY,3,17,750 E BASELINE RD,PHOENIX,4013,13,AZ,4,85042,6023057183,180.0,6.75,Yes,,,11.0,13.0,11.0,10.0,10.0,6.0,10.0,6.0,8.0,9.0,5.0,4.0,3.0,106.0,106.0,0.0,3.0,46.0,5.0,52.0,0.0,0.0,13.8,11,1,1,3,1,1,0.0,2.83,43.39,4.71,49.05,0.0,0.0,7.68,1,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"750 E BASELINE RD,PHOENIX,AZ",POINT (-112.0627525 33.3784577),['Roosevelt Elementary District']
164,A1700077,OUR LADY OF THE LAKE CATHOLIC SCHOOL,2,10,1975 DAYTONA AVE,LAKE HAVASU CITY,4015,15,AZ,4,86403,9288550154,180.0,7.0,No,,19.0,9.0,16.0,13.0,16.0,10.0,7.0,,,,,,,,90.0,71.0,0.0,2.0,42.0,0.0,21.0,0.0,6.0,5.0,13,1,1,1,1,1,0.0,2.81,59.15,0.0,29.57,0.0,8.45,14.2,1,MOHAVE,National Catholic Educational Association (NCEA),,,,,,,,,,,,,,,"1975 DAYTONA AVE,LAKE HAVASU CITY,AZ",POINT (-114.328096 34.4705178),['Lake Havasu Unified District']
165,BB220026,OUR LADY OF THE SUN CATHOLIC CHURCH,6,17,12546 W PEORIA AVE,EL MIRAGE,4013,13,AZ,4,85335,6232135478,180.0,7.5,Yes,,,,2.0,4.0,5.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,5.0,2.0,38.0,38.0,0.0,6.0,11.0,0.0,18.0,0.0,3.0,5.1,21,1,1,3,1,2,0.0,15.78,28.94,0.0,47.36,0.0,7.89,7.45,1,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"12546 W PEORIA AVE,EL MIRAGE,AZ",POINT (-112.3296789 33.5804049),['Dysart Unified District']
166,30931,OUR MOTHER OF SORROWS CATHOLIC SCHOOL,2,13,1800 S KOLB RD,TUCSON,4019,19,AZ,4,85710,5207471027,180.0,7.16,Yes,15.0,33.0,25.0,27.0,28.0,33.0,21.0,28.0,32.0,36.0,38.0,,,,,316.0,283.0,0.0,3.0,138.0,7.0,127.0,0.0,8.0,17.6,11,1,3,1,1,1,0.0,1.06,48.76,2.47,44.87,0.0,2.82,16.07,1,PIMA,National Catholic Educational Association (NCEA),National Association for the Education of Young Children (NAEYC),,,,,,,,,,,,,,"1800 S KOLB RD,TUCSON,AZ",POINT (-110.8414878 32.2002627),['Tucson Unified District']
167,A1970279,PALM VALLEY MONTESSORI L L C,2,9,629 N SARIVAL AVE,GOODYEAR,4013,13,AZ,4,85338,6239869516,195.0,7.25,No,,32.0,10.0,2.0,10.0,6.0,2.0,,,,,,,,,62.0,30.0,0.0,9.0,6.0,0.0,5.0,2.0,8.0,8.5,22,1,2,1,3,2,0.0,30.0,20.0,0.0,16.66,6.66,26.66,3.52,30,MARICOPA,American Montessori Society (AMS),Association Montessori International (AMI),Other Montessori association(s),,,,,,,,,,,,,"629 N SARIVAL AVE,GOODYEAR,AZ",POINT (-112.4082144 33.453369),"['Agua Fria Union High School District', 'Avondale Elementary District']"
168,31695,PARADISE VALLEY CHRISTIAN PREPARATORY,2,17,11875 N 24TH ST,PHOENIX,4013,13,AZ,4,85028,6025098583,180.0,7.0,Yes,,24.0,33.0,15.0,18.0,25.0,17.0,25.0,14.0,32.0,28.0,22.0,18.0,16.0,22.0,309.0,285.0,6.0,21.0,36.0,11.0,202.0,2.0,7.0,28.0,11,1,1,3,2,1,2.1,7.36,12.63,3.85,70.87,0.7,2.45,10.17,8,MARICOPA,Association of Christian Schools International (ACSI),Other school association(s),,,,,,,,,,,,,,"11875 N 24TH ST,PHOENIX,AZ",POINT (-112.0290618 33.5956347),['Paradise Valley Unified District']
169,A0500080,PARDES JEWISH DAY SCHOOL,3,13,12753 N SCOTTSDALE RD,SCOTTSDALE,4013,13,AZ,4,85254,4809919141,170.0,7.16,No,,,40.0,29.0,39.0,31.0,31.0,40.0,29.0,34.0,24.0,,,,,297.0,297.0,0.0,2.0,9.0,0.0,274.0,0.0,12.0,41.5,12,1,1,1,2,1,0.0,0.67,3.03,0.0,92.25,0.0,4.04,7.15,18,MARICOPA,Prizmah: Center for Jewish Day Schools (PRIZMAH),Other school association(s),,,,,,,,,,,,,,"12753 N SCOTTSDALE RD,SCOTTSDALE,AZ",POINT (-111.9235577 33.6019757),['Paradise Valley Unified District']
170,A2100200,PATHWAYS SCHOOL,3,17,1540 N BURK ST,GILBERT,4013,13,AZ,4,85234,4802597788,180.0,6.0,No,,,8.0,5.0,10.0,18.0,15.0,10.0,10.0,10.0,6.0,10.0,8.0,3.0,4.0,117.0,117.0,0.0,2.0,8.0,3.0,101.0,0.0,3.0,14.3,21,1,4,3,3,2,0.0,1.7,6.83,2.56,86.32,0.0,2.56,8.18,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"1540 N BURK ST,GILBERT,AZ",POINT (-111.7830346 33.3778026),['Gilbert Unified District']
171,A9500134,PAYSON COMMUNITY CHRISTIAN SCHOOL,2,13,1000 E FRONTIER ST,PAYSON,4007,7,AZ,4,85541,9284748050,144.0,7.5,Yes,,39.0,15.0,17.0,14.0,12.0,8.0,7.0,7.0,7.0,2.0,,,,,128.0,89.0,6.0,1.0,12.0,0.0,70.0,0.0,0.0,7.0,33,1,1,1,2,3,6.74,1.12,13.48,0.0,78.65,0.0,0.0,12.71,29,GILA,Association of Christian Schools International (ACSI),,,,,,,,,,,,,,,"1000 E FRONTIER ST,PAYSON,AZ",POINT (-111.3074766 34.2324303),['Payson Unified District']
172,2001895,PERIDOT-OUR SAVIOR'S LUTHERAN ELEMENTARY SCHOOL,3,13,PO BOX 118,PERIDOT,4007,7,AZ,4,85542,9284757537,175.0,7.0,Yes,,,19.0,17.0,17.0,21.0,17.0,16.0,14.0,14.0,13.0,,,,,148.0,148.0,146.0,0.0,0.0,0.0,2.0,0.0,0.0,8.9,41,1,1,1,2,4,98.64,0.0,0.0,0.0,1.35,0.0,0.0,16.62,20,GILA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"PO BOX 118,PERIDOT,AZ",POINT (-110.4572442 33.2979821),['San Carlos Unified District']
173,31731,PHOENIX CHRISTIAN PREPARATORY SCHOOL,2,17,1751 W INDIAN SCHOOL RD,PHOENIX,4013,13,AZ,4,85015,6022654707,180.0,7.0,Yes,,76.0,28.0,21.0,32.0,23.0,30.0,24.0,38.0,31.0,41.0,55.0,44.0,38.0,53.0,534.0,458.0,13.0,10.0,228.0,83.0,124.0,0.0,0.0,27.5,11,1,1,3,2,1,2.83,2.18,49.78,18.12,27.07,0.0,0.0,16.65,29,MARICOPA,Association of Christian Schools International (ACSI),,,,,,,,,,,,,,,"1751 W INDIAN SCHOOL RD,PHOENIX,AZ",POINT (-112.0971818 33.4948335),['Osborn Elementary District']
174,A2100201,PHOENIX HEBREW ACADEMY,2,13,515 E BETHANY HOME RD,PHOENIX,4013,13,AZ,4,85012,6022777479,174.0,8.0,No,,33.0,9.0,8.0,18.0,8.0,12.0,14.0,19.0,15.0,12.0,,,,,148.0,115.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,29.3,11,1,1,1,2,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.92,18,MARICOPA,National Society for Hebrew Day Schools (Torah Umesorah),,,,,,,,,,,,,,,"515 E BETHANY HOME RD,PHOENIX,AZ",POINT (-112.0670899 33.5234013),['Madison Elementary District']
